"DateTime","Tasa de Certificado de Depósito a Término (CDT) a 90 días - Monto, diaria"
"2009/04/07",85544.91
"2009/04/08",101206.36
"2009/04/13",217499.39
"2009/04/14",123331.7
"2009/04/15",121268.41
"2009/04/16",101063
"2009/04/17",57277.52
"2009/04/20",74165.31
"2009/04/21",77671.58
"2009/04/22",130183.29
"2009/04/23",98782.79
"2009/04/24",130833.34
"2009/04/27",233694.39
"2009/04/28",87249.14
"2009/04/29",121948.28
"2009/04/30",129561.51
"2009/05/04",153807.98
"2009/05/05",96185.26
"2009/05/06",117604.19
"2009/05/07",33748.09
"2009/05/08",36728.88
"2009/05/11",143252.47
"2009/05/12",103329.15
"2009/05/13",90619.21
"2009/05/14",133286.11
"2009/05/15",33378.56
"2009/05/18",190328.27
"2009/05/19",133702.57
"2009/05/20",97473.71
"2009/05/21",54507.38
"2009/05/22",40383.63
"2009/05/26",187427.9
"2009/05/27",162366.96
"2009/05/28",99185.22
"2009/05/29",34721.67
"2009/06/01",131220.95
"2009/06/02",88437.58
"2009/06/03",86166.4
"2009/06/04",172302.96
"2009/06/05",54966.98
"2009/06/08",77232.81
"2009/06/09",112659.16
"2009/06/10",79500.06
"2009/06/11",99613.06
"2009/06/12",61476.35
"2009/06/16",192918.99
"2009/06/17",134345.73
"2009/06/18",197743.9
"2009/06/19",61215.86
"2009/06/23",92767.2
"2009/06/24",156710.07
"2009/06/25",102614.48
"2009/06/26",87347.55
"2009/06/30",157550.23
"2009/07/01",86760.71
"2009/07/02",135466.1
"2009/07/03",53420.81
"2009/07/06",125428.14
"2009/07/07",121039.33
"2009/07/08",78612.86
"2009/07/09",87153.72
"2009/07/10",34151.98
"2009/07/13",108155.95
"2009/07/14",82644.44
"2009/07/15",92683.38
"2009/07/16",92699.52
"2009/07/17",235311.3
"2009/07/21",172077.86
"2009/07/22",99527.41
"2009/07/23",117789.92
"2009/07/24",43608.42
"2009/07/27",135085.21
"2009/07/28",84941.59
"2009/07/29",115436.31
"2009/07/30",106244.39
"2009/07/31",30759.34
"2009/08/03",74121.65
"2009/08/04",165239.32
"2009/08/05",68369.63
"2009/08/06",175836.22
"2009/08/10",148106.57
"2009/08/11",112164.53
"2009/08/12",145649.13
"2009/08/13",94556.71
"2009/08/14",48380.86
"2009/08/18",162279.25
"2009/08/19",94909.53
"2009/08/20",120331.18
"2009/08/21",44649.19
"2009/08/24",106015.8
"2009/08/25",63294.39
"2009/08/26",105487.43
"2009/08/27",113367.58
"2009/08/28",61091.48
"2009/08/31",53641.26
"2009/09/01",118369.78
"2009/09/02",87138.74
"2009/09/03",67280.9
"2009/09/04",136072.03
"2009/09/07",115577.16
"2009/09/08",41235.81
"2009/09/09",114528.65
"2009/09/10",79938.96
"2009/09/11",143102.27
"2009/09/14",182034.49
"2009/09/15",70794.7
"2009/09/16",157906.2
"2009/09/17",107076.64
"2009/09/18",193890.59
"2009/09/21",120416.19
"2009/09/22",52293.04
"2009/09/23",106610.46
"2009/09/24",69631.73
"2009/09/25",67442.73
"2009/09/28",95064.49
"2009/09/29",40650.16
"2009/09/30",74069.11
"2009/10/01",42614.42
"2009/10/02",36686.01
"2009/10/05",101111.32
"2009/10/06",130919.24
"2009/10/07",86499.81
"2009/10/08",52933.58
"2009/10/09",37801.02
"2009/10/13",147107.3
"2009/10/14",61808.59
"2009/10/15",69839.48
"2009/10/16",69819.2
"2009/10/19",248819.86
"2009/10/20",43675.09
"2009/10/21",92802.97
"2009/10/22",53517.37
"2009/10/23",48881.09
"2009/10/26",64710.1
"2009/10/27",93802.52
"2009/10/28",103734.15
"2009/10/29",71705.22
"2009/10/30",56191.25
"2009/11/03",79436.77
"2009/11/04",90382.75
"2009/11/05",69777.91
"2009/11/06",48828.74
"2009/11/09",55948.89
"2009/11/10",58099.52
"2009/11/11",77156.12
"2009/11/12",97721.81
"2009/11/13",57653.58
"2009/11/17",116815.54
"2009/11/18",101036.17
"2009/11/19",84038.99
"2009/11/20",55291.88
"2009/11/23",106660.74
"2009/11/24",59146.89
"2009/11/25",62762.18
"2009/11/26",107856.05
"2009/11/27",66962.42
"2009/11/30",74882.71
"2009/12/01",139501.7
"2009/12/02",85604.53
"2009/12/03",69564.53
"2009/12/04",88516.04
"2009/12/07",66835.2
"2009/12/09",152203.91
"2009/12/10",123779.77
"2009/12/11",126354.2
"2009/12/14",101587.01
"2009/12/15",75379.38
"2009/12/16",100132.15
"2009/12/17",113768.11
"2009/12/18",108079.6
"2009/12/21",59600.51
"2009/12/22",50274.47
"2009/12/23",125871.96
"2009/12/24",66118.59
"2009/12/28",90318.51
"2009/12/29",111167.32
"2009/12/30",140106.78
"2010/01/04",77704.78
"2010/01/05",118041.41
"2010/01/06",177605.1
"2010/01/07",219400.47
"2010/01/08",151578.21
"2010/01/12",171022.06
"2010/01/13",111538.99
"2010/01/14",160983.13
"2010/01/15",157596.19
"2010/01/18",60938.42
"2010/01/19",74721.77
"2010/01/20",61403.43
"2010/01/21",131331.38
"2010/01/22",82324.26
"2010/01/25",68010.17
"2010/01/26",69724.41
"2010/01/27",98389.82
"2010/01/28",120904.16
"2010/01/29",267753.74
"2010/02/01",64988.18
"2010/02/02",54220.29
"2010/02/03",78225.8
"2010/02/04",123590.92
"2010/02/05",90707.49
"2010/02/08",74796.74
"2010/02/09",43054.28
"2010/02/10",89863.56
"2010/02/11",109723.54
"2010/02/12",115467.4
"2010/02/15",69635.85
"2010/02/16",35438.97
"2010/02/17",53895.56
"2010/02/18",86896.33
"2010/02/19",112161.27
"2010/02/22",60673.28
"2010/02/23",84501.12
"2010/02/24",121129.35
"2010/02/25",132201.24
"2010/02/26",98058.4
"2010/03/01",159544
"2010/03/02",85795.11
"2010/03/03",165477.2
"2010/03/04",126636.49
"2010/03/05",46640
"2010/03/08",105360.99
"2010/03/09",106784.78
"2010/03/10",87498.88
"2010/03/11",81256.25
"2010/03/12",64146.19
"2010/03/15",131086.16
"2010/03/16",79305.01
"2010/03/17",73503.87
"2010/03/18",74000.06
"2010/03/19",47382.86
"2010/03/23",181160.14
"2010/03/24",80712.2
"2010/03/25",87931.02
"2010/03/26",47296.68
"2010/03/29",108014.82
"2010/03/30",97510.47
"2010/03/31",50322.32
"2010/04/05",91652.33
"2010/04/06",94626.45
"2010/04/07",139563.56
"2010/04/08",72632.78
"2010/04/09",47819.14
"2010/04/12",67601
"2010/04/13",85568.36
"2010/04/14",96902.35
"2010/04/15",80935.76
"2010/04/16",84295.67
"2010/04/19",83270.48
"2010/04/20",45042.23
"2010/04/21",93868.5
"2010/04/22",60988.76
"2010/04/23",68704.1
"2010/04/26",81231.9
"2010/04/27",86179.67
"2010/04/28",105551.87
"2010/04/29",142492.57
"2010/04/30",81102.91
"2010/05/03",90128.19
"2010/05/04",66139.18
"2010/05/05",88864.78
"2010/05/06",47098.09
"2010/05/07",37667.06
"2010/05/10",106801.08
"2010/05/11",92609.08
"2010/05/12",88819.11
"2010/05/13",87989.31
"2010/05/14",44892.02
"2010/05/18",113010.01
"2010/05/19",157458.27
"2010/05/20",92998
"2010/05/21",37034.39
"2010/05/24",170337.87
"2010/05/25",115310.17
"2010/05/26",93960.04
"2010/05/27",56400.52
"2010/05/28",63641.77
"2010/05/31",42647.77
"2010/06/01",115750.64
"2010/06/02",83182.75
"2010/06/03",109689.76
"2010/06/04",57368.72
"2010/06/08",155411.86
"2010/06/09",89700.06
"2010/06/10",84492.63
"2010/06/11",58074
"2010/06/15",206805.54
"2010/06/16",87351.44
"2010/06/17",155299.54
"2010/06/18",118612.96
"2010/06/21",73863.58
"2010/06/22",87839.14
"2010/06/23",82291.84
"2010/06/24",64531.94
"2010/06/25",40919.47
"2010/06/28",63287.64
"2010/06/29",80779.99
"2010/06/30",65390.78
"2010/07/01",37034.74
"2010/07/02",40569.08
"2010/07/06",182131.96
"2010/07/07",78094.59
"2010/07/08",87001.19
"2010/07/09",44634.91
"2010/07/12",73425.14
"2010/07/13",75235.77
"2010/07/14",91342.52
"2010/07/15",126427.8
"2010/07/16",44574.22
"2010/07/19",90272.34
"2010/07/21",115000.62
"2010/07/22",77235.17
"2010/07/23",49834.84
"2010/07/26",131120.34
"2010/07/27",97812.18
"2010/07/28",116638.84
"2010/07/29",148960.05
"2010/07/30",42801.09
"2010/08/02",95570.88
"2010/08/03",71906.88
"2010/08/04",112448.28
"2010/08/05",59869.53
"2010/08/06",41793.36
"2010/08/09",73807.31
"2010/08/10",149606.21
"2010/08/11",88340.45
"2010/08/12",81938.02
"2010/08/13",50701.57
"2010/08/17",101611.45
"2010/08/18",74391.42
"2010/08/19",100053.08
"2010/08/20",44144.4
"2010/08/23",64074.48
"2010/08/24",106180.94
"2010/08/25",90389.67
"2010/08/26",91363.12
"2010/08/27",41749.8
"2010/08/30",80131.03
"2010/08/31",47697.81
"2010/09/01",94688.5
"2010/09/02",67566.64
"2010/09/03",123339.16
"2010/09/06",93201.59
"2010/09/07",105648.73
"2010/09/08",61424.21
"2010/09/09",78882.96
"2010/09/10",155813.78
"2010/09/13",145336.97
"2010/09/14",44259.87
"2010/09/15",66069.93
"2010/09/16",83527.79
"2010/09/17",137325.01
"2010/09/20",134863.24
"2010/09/21",71937.2
"2010/09/22",112454.93
"2010/09/23",70864.99
"2010/09/24",50801.73
"2010/09/27",110525.6
"2010/09/28",43481.14
"2010/09/29",85288.75
"2010/09/30",54856
"2010/10/01",30848.9
"2010/10/04",57692.2
"2010/10/05",48046.34
"2010/10/06",90070.73
"2010/10/07",66773.63
"2010/10/08",82592.66
"2010/10/11",62998.74
"2010/10/12",71568.96
"2010/10/13",101160.24
"2010/10/14",55938.66
"2010/10/15",52933.67
"2010/10/19",119017.07
"2010/10/20",75798.21
"2010/10/21",107640.6
"2010/10/22",38922.43
"2010/10/25",111510.23
"2010/10/26",61538.85
"2010/10/27",92315.29
"2010/10/28",87121.6
"2010/10/29",100341.42
"2010/11/02",97301.76
"2010/11/03",109504.9
"2010/11/04",78115.23
"2010/11/05",51918.1
"2010/11/08",86943.54
"2010/11/09",58498.69
"2010/11/10",67409.44
"2010/11/11",82534.49
"2010/11/12",54557.57
"2010/11/16",93200.18
"2010/11/17",53111.27
"2010/11/18",68533.22
"2010/11/19",50097.22
"2010/11/22",65612.37
"2010/11/23",66551.57
"2010/11/24",59051.67
"2010/11/25",66287.33
"2010/11/26",52248.62
"2010/11/29",58348.71
"2010/11/30",48284.46
"2010/12/01",117090.55
"2010/12/02",80077.14
"2010/12/03",97126.98
"2010/12/06",66928.72
"2010/12/07",90751.83
"2010/12/09",158289.76
"2010/12/10",79983.32
"2010/12/13",68079.56
"2010/12/14",92803.49
"2010/12/15",87986.98
"2010/12/16",84968.9
"2010/12/17",114425.4
"2010/12/20",117489.78
"2010/12/21",57973.27
"2010/12/22",76564.06
"2010/12/23",87342.74
"2010/12/24",52946.75
"2010/12/27",66189.14
"2010/12/28",90944.19
"2010/12/29",167670.95
"2010/12/30",213594.97
"2010/12/31",2199.5
"2011/01/03",66047.41
"2011/01/04",47581.8
"2011/01/05",109987.03
"2011/01/06",137332.51
"2011/01/07",102546.67
"2011/01/11",165104.17
"2011/01/12",71067.43
"2011/01/13",113754.17
"2011/01/14",67799.66
"2011/01/17",75883.64
"2011/01/18",51698.15
"2011/01/19",82992.34
"2011/01/20",66987.73
"2011/01/21",54693.22
"2011/01/24",80719.84
"2011/01/25",53548.15
"2011/01/26",83939.31
"2011/01/27",108435.82
"2011/01/28",98793.88
"2011/01/31",63884.6
"2011/02/01",46717.58
"2011/02/02",85996.29
"2011/02/03",61241.37
"2011/02/04",88302.75
"2011/02/07",60579.58
"2011/02/08",74258.1
"2011/02/09",74070.41
"2011/02/10",53594.73
"2011/02/11",76949.35
"2011/02/14",75321.54
"2011/02/15",37928.75
"2011/02/16",67673.95
"2011/02/17",68221.18
"2011/02/18",103911.1
"2011/02/21",66736.31
"2011/02/22",46932.22
"2011/02/23",76240.78
"2011/02/24",64631.9
"2011/02/25",103353.05
"2011/02/28",92891.86
"2011/03/01",119410.08
"2011/03/02",117325.69
"2011/03/03",107914.72
"2011/03/04",40567.2
"2011/03/07",116508.55
"2011/03/08",46411.39
"2011/03/09",126853.73
"2011/03/10",75351.19
"2011/03/11",43211.38
"2011/03/14",132869.64
"2011/03/15",82038.14
"2011/03/16",114298.73
"2011/03/17",127498.24
"2011/03/18",91894.24
"2011/03/22",172075.77
"2011/03/23",77840.53
"2011/03/24",90360.5
"2011/03/25",47812.11
"2011/03/28",115476.14
"2011/03/29",110872.54
"2011/03/30",175812.62
"2011/03/31",54181.3
"2011/04/01",85517.77
"2011/04/04",83024.47
"2011/04/05",54136.73
"2011/04/06",175850.38
"2011/04/07",99910.81
"2011/04/08",77065.09
"2011/04/11",90841.49
"2011/04/12",65448.12
"2011/04/13",104999.05
"2011/04/14",76722.01
"2011/04/15",133027.7
"2011/04/18",124065.16
"2011/04/19",80367.03
"2011/04/20",61993.34
"2011/04/25",171965.84
"2011/04/26",90284.52
"2011/04/27",146150.21
"2011/04/28",72623.27
"2011/04/29",101223.71
"2011/05/02",111882.45
"2011/05/03",55735.47
"2011/05/04",86031.6
"2011/05/05",45205.02
"2011/05/06",47735.47
"2011/05/09",110630.2
"2011/05/10",68430.89
"2011/05/11",105485.1
"2011/05/12",55134.69
"2011/05/13",70988.63
"2011/05/16",109408.53
"2011/05/17",47543.57
"2011/05/18",111130.29
"2011/05/19",51250.28
"2011/05/20",46079.25
"2011/05/23",108917.63
"2011/05/24",62236.99
"2011/05/25",111703.37
"2011/05/26",60871.03
"2011/05/27",46207.66
"2011/05/30",91526.08
"2011/05/31",44889.94
"2011/06/01",102438.99
"2011/06/02",60543.34
"2011/06/03",56252.83
"2011/06/07",127750.76
"2011/06/08",109611.55
"2011/06/09",93234.3
"2011/06/10",57174.72
"2011/06/13",81792.11
"2011/06/14",89871.81
"2011/06/15",91356.67
"2011/06/16",67223.7
"2011/06/17",86365.46
"2011/06/20",86682.09
"2011/06/21",97563.79
"2011/06/22",156417.18
"2011/06/23",84256.17
"2011/06/24",51174.67
"2011/06/28",173373.8
"2011/06/29",127558.62
"2011/06/30",156340.57
"2011/07/01",53048.48
"2011/07/05",147168.66
"2011/07/06",127630.12
"2011/07/07",86858.55
"2011/07/08",64363.27
"2011/07/11",122116.98
"2011/07/12",68008.93
"2011/07/13",121235.49
"2011/07/14",78556.76
"2011/07/15",95564.2
"2011/07/18",120923.83
"2011/07/19",91710.98
"2011/07/21",73003.38
"2011/07/22",41814.89
"2011/07/25",133167.38
"2011/07/26",92885.82
"2011/07/27",97027.68
"2011/07/28",91693.48
"2011/07/29",64534.93
"2011/08/01",97678.21
"2011/08/02",142280.98
"2011/08/03",71589.89
"2011/08/04",68459.72
"2011/08/05",53870.95
"2011/08/08",111857.24
"2011/08/09",79306.9
"2011/08/10",128455.66
"2011/08/11",95164.41
"2011/08/12",46027.44
"2011/08/16",147988.59
"2011/08/17",86979.82
"2011/08/18",108466.86
"2011/08/19",55933.21
"2011/08/22",97996.43
"2011/08/23",79221.6
"2011/08/24",87941.27
"2011/08/25",76694.54
"2011/08/26",55388.1
"2011/08/29",74190.24
"2011/08/30",75240.39
"2011/08/31",74502.48
"2011/09/01",107299.01
"2011/09/02",74982.14
"2011/09/05",98871.66
"2011/09/06",53518.62
"2011/09/07",119915.84
"2011/09/08",49298.33
"2011/09/09",113861.62
"2011/09/12",95797.92
"2011/09/13",69076.09
"2011/09/14",81513.99
"2011/09/15",64061
"2011/09/16",72027.63
"2011/09/19",111046.46
"2011/09/20",75727.38
"2011/09/21",82187.9
"2011/09/22",78395.15
"2011/09/23",127534.09
"2011/09/26",165786.49
"2011/09/27",52821.57
"2011/09/28",97269.16
"2011/09/29",78440.94
"2011/09/30",81590.39
"2011/10/03",169354.34
"2011/10/04",56549.11
"2011/10/05",99425.57
"2011/10/06",84462.16
"2011/10/07",61980.32
"2011/10/10",96635.34
"2011/10/11",118970.31
"2011/10/12",64160.18
"2011/10/13",105699.6
"2011/10/14",79688.36
"2011/10/18",217161.29
"2011/10/19",116909.79
"2011/10/20",69189.05
"2011/10/21",54051.57
"2011/10/24",79055.48
"2011/10/25",98577.58
"2011/10/26",73804.79
"2011/10/27",118274.89
"2011/10/28",63547.93
"2011/10/31",71488.83
"2011/11/01",108734.72
"2011/11/02",101806.74
"2011/11/03",81536.52
"2011/11/04",395630.27
"2011/11/08",206029.23
"2011/11/09",74809.95
"2011/11/10",82541.08
"2011/11/11",57728.69
"2011/11/15",116184.67
"2011/11/16",77045.06
"2011/11/17",132510.17
"2011/11/18",80745.9
"2011/11/21",94397.89
"2011/11/22",123711.85
"2011/11/23",91921.53
"2011/11/24",58386.6
"2011/11/25",52560.61
"2011/11/28",88372.66
"2011/11/29",62991.34
"2011/11/30",87122.13
"2011/12/01",76683.43
"2011/12/02",75755.3
"2011/12/05",124471.24
"2011/12/06",61737.23
"2011/12/07",88201.26
"2011/12/09",105181.29
"2011/12/12",177438.81
"2011/12/13",187623.95
"2011/12/14",133939.17
"2011/12/15",120415.05
"2011/12/16",81035.56
"2011/12/19",120953.23
"2011/12/20",79728.29
"2011/12/21",77218.25
"2011/12/22",111036.75
"2011/12/23",123983.71
"2011/12/26",154864.24
"2011/12/27",77577.68
"2011/12/28",243366.14
"2011/12/29",118747.26
"2011/12/30",21147.41
"2012/01/02",136188.76
"2012/01/03",155257.76
"2012/01/04",95954.49
"2012/01/05",76299.97
"2012/01/06",79206.01
"2012/01/10",161612.54
"2012/01/11",110190.33
"2012/01/12",141511.65
"2012/01/13",120425.03
"2012/01/16",159176.25
"2012/01/17",53344.76
"2012/01/18",124776.38
"2012/01/19",141864.76
"2012/01/20",66347.59
"2012/01/23",86694.14
"2012/01/24",73240.63
"2012/01/25",120559.02
"2012/01/26",108259.95
"2012/01/27",137678.85
"2012/01/30",107765.32
"2012/01/31",128824.26
"2012/02/01",54431.18
"2012/02/02",82314.32
"2012/02/03",85532.88
"2012/02/06",85703.43
"2012/02/07",97413.37
"2012/02/08",99965.91
"2012/02/09",91092.11
"2012/02/10",82546.75
"2012/02/13",106374.77
"2012/02/14",97759.16
"2012/02/15",110540.02
"2012/02/16",99938.26
"2012/02/17",73926.38
"2012/02/20",86482.16
"2012/02/21",66793.78
"2012/02/22",77118.84
"2012/02/23",134092.75
"2012/02/24",73301.91
"2012/02/27",86760.6
"2012/02/28",92592.37
"2012/02/29",130561.36
"2012/03/01",106230.82
"2012/03/02",82822.96
"2012/03/05",128225.63
"2012/03/06",76698.19
"2012/03/07",77227
"2012/03/08",76914.1
"2012/03/09",67299.17
"2012/03/12",144941.21
"2012/03/13",56237.37
"2012/03/14",77344.33
"2012/03/15",82652.12
"2012/03/16",86959.79
"2012/03/20",119166.1
"2012/03/21",170128.67
"2012/03/22",89674.55
"2012/03/23",71868.17
"2012/03/26",181165.98
"2012/03/27",92514.16
"2012/03/28",201029.45
"2012/03/29",126901.72
"2012/03/30",79886.54
"2012/04/02",90926.3
"2012/04/03",105749.91
"2012/04/04",104294.85
"2012/04/09",185391.87
"2012/04/10",187096.01
"2012/04/11",186681.28
"2012/04/12",118780.43
"2012/04/13",144932.98
"2012/04/16",113336.71
"2012/04/17",69178.76
"2012/04/18",93791.22
"2012/04/19",125754.12
"2012/04/20",62718.1
"2012/04/23",100118.53
"2012/04/24",65561.36
"2012/04/25",94108.22
"2012/04/26",87031.43
"2012/04/27",117415.15
"2012/04/30",137595.63
"2012/05/02",153633.67
"2012/05/03",98012.28
"2012/05/04",99631.32
"2012/05/07",84210.79
"2012/05/08",112313.03
"2012/05/09",143383.59
"2012/05/10",81871.18
"2012/05/11",69918.21
"2012/05/14",161890.12
"2012/05/15",83265.06
"2012/05/16",93632.27
"2012/05/17",96602.86
"2012/05/18",55164.79
"2012/05/22",218910.02
"2012/05/23",101417.68
"2012/05/24",83468.68
"2012/05/25",66267.51
"2012/05/28",120964.28
"2012/05/29",113215.15
"2012/05/30",77123.84
"2012/05/31",55338.78
"2012/06/01",60252.56
"2012/06/04",112656.42
"2012/06/05",99052.36
"2012/06/06",74574.79
"2012/06/07",87036.89
"2012/06/08",51330.69
"2012/06/12",198111.22
"2012/06/13",77531.97
"2012/06/14",160618.68
"2012/06/15",67843.01
"2012/06/19",149555.12
"2012/06/20",95283.2
"2012/06/21",118611.02
"2012/06/22",59346.88
"2012/06/25",117261.47
"2012/06/26",151040.87
"2012/06/27",117636.67
"2012/06/28",134771.83
"2012/06/29",86650.16
"2012/07/03",191252.62
"2012/07/04",83725.75
"2012/07/05",110933.31
"2012/07/06",59235.06
"2012/07/09",158522.54
"2012/07/10",170957.32
"2012/07/11",94706.92
"2012/07/12",89689
"2012/07/13",68554.91
"2012/07/16",100677.75
"2012/07/17",94067.46
"2012/07/18",94231.07
"2012/07/19",101119.58
"2012/07/23",140872.49
"2012/07/24",138844.29
"2012/07/25",140017.88
"2012/07/26",93782.9
"2012/07/27",68699.95
"2012/07/30",138272.68
"2012/07/31",77336.07
"2012/08/01",66768.97
"2012/08/02",89184.83
"2012/08/03",56654.63
"2012/08/06",126544.93
"2012/08/08",165842.79
"2012/08/09",117457.18
"2012/08/10",77452.82
"2012/08/13",110525.82
"2012/08/14",98081.5
"2012/08/15",98749.81
"2012/08/16",90341.28
"2012/08/17",77969.59
"2012/08/21",103958.17
"2012/08/22",116146.2
"2012/08/23",148948.89
"2012/08/24",65096.65
"2012/08/27",98693.17
"2012/08/28",129402.01
"2012/08/29",101593.44
"2012/08/30",115647.57
"2012/08/31",66825.08
"2012/09/03",126238.77
"2012/09/04",88962.04
"2012/09/05",86919.28
"2012/09/06",80993.07
"2012/09/07",112226.86
"2012/09/10",154845.16
"2012/09/11",78717.63
"2012/09/12",135333.52
"2012/09/13",62939.05
"2012/09/14",81282.34
"2012/09/17",112631.64
"2012/09/18",59456.27
"2012/09/19",81949.9
"2012/09/20",78041.1
"2012/09/21",94100.15
"2012/09/24",109574.82
"2012/09/25",68834.39
"2012/09/26",183359.36
"2012/09/27",63272.11
"2012/09/28",129963.87
"2012/10/01",97455.17
"2012/10/02",62888.19
"2012/10/03",123923.08
"2012/10/04",99318.97
"2012/10/05",59942.66
"2012/10/08",99923.4
"2012/10/09",89235.41
"2012/10/10",120151.19
"2012/10/11",66708.43
"2012/10/12",85639.58
"2012/10/16",162477.75
"2012/10/17",88787.9
"2012/10/18",94779.21
"2012/10/19",98092.29
"2012/10/22",79820.42
"2012/10/23",103356.93
"2012/10/24",74892.24
"2012/10/25",111011.77
"2012/10/26",66393.35
"2012/10/29",117103.64
"2012/10/30",113837.72
"2012/10/31",485970.95
"2012/11/01",55248.59
"2012/11/02",63256.28
"2012/11/06",143645.82
"2012/11/07",66374.48
"2012/11/08",129418.8
"2012/11/09",73044.74
"2012/11/13",158860.84
"2012/11/14",104803.09
"2012/11/15",105309.31
"2012/11/16",187864.81
"2012/11/19",124495.18
"2012/11/20",87017.36
"2012/11/21",84336
"2012/11/22",96695.84
"2012/11/23",95819.74
"2012/11/26",119737.82
"2012/11/27",75336.3
"2012/11/28",263466.4
"2012/11/29",58935.43
"2012/11/30",73052.6
"2012/12/03",106670.01
"2012/12/04",81005.07
"2012/12/05",110598.63
"2012/12/06",64187.11
"2012/12/07",75249.51
"2012/12/10",146162.61
"2012/12/11",62774.02
"2012/12/12",181437.69
"2012/12/13",90931.5
"2012/12/14",105869.09
"2012/12/17",105332.74
"2012/12/18",110296.39
"2012/12/19",121587.18
"2012/12/20",103802.26
"2012/12/21",151860.92
"2012/12/24",87784.73
"2012/12/26",215102.09
"2012/12/27",203303.34
"2012/12/28",115637.85
"2012/12/31",12577.29
"2013/01/02",164611.28
"2013/01/03",154645
"2013/01/04",185801.36
"2013/01/08",223548.69
"2013/01/09",176282.21
"2013/01/10",171984.75
"2013/01/11",109148.07
"2013/01/14",113850.33
"2013/01/15",78447.75
"2013/01/16",126556.92
"2013/01/17",121899.4
"2013/01/18",130768.56
"2013/01/21",102224.81
"2013/01/22",67406.07
"2013/01/23",133388.99
"2013/01/24",86402.78
"2013/01/25",100980.78
"2013/01/28",110106.98
"2013/01/29",88771.93
"2013/01/30",127706.56
"2013/01/31",48728.67
"2013/02/01",64634.87
"2013/02/04",90393.84
"2013/02/05",95470.99
"2013/02/06",111215.75
"2013/02/07",59493.43
"2013/02/08",80276.41
"2013/02/11",95553.73
"2013/02/12",51816.82
"2013/02/13",74082.83
"2013/02/14",98163.75
"2013/02/15",89831.77
"2013/02/18",108247.37
"2013/02/19",78649.04
"2013/02/20",80721.08
"2013/02/21",59900.94
"2013/02/22",102527.76
"2013/02/25",105596.52
"2013/02/26",63170.4
"2013/02/27",106530.39
"2013/02/28",148613.78
"2013/03/01",75217.47
"2013/03/04",171257.17
"2013/03/05",131541.22
"2013/03/06",98264.14
"2013/03/07",100074.62
"2013/03/08",60644.61
"2013/03/11",209255.95
"2013/03/12",98611.54
"2013/03/13",88160.11
"2013/03/14",109551.41
"2013/03/15",98591.69
"2013/03/18",136950.2
"2013/03/19",87441.81
"2013/03/20",105891.33
"2013/03/21",104969.02
"2013/03/22",126320.64
"2013/03/26",193481.39
"2013/03/27",116587.77
"2013/04/01",191324.19
"2013/04/02",90023.11
"2013/04/03",146745.15
"2013/04/04",80218.54
"2013/04/05",82156.56
"2013/04/08",152765.9
"2013/04/09",161686.42
"2013/04/10",147674.53
"2013/04/11",83885.31
"2013/04/12",128575.12
"2013/04/15",118918.87
"2013/04/16",103996.18
"2013/04/17",96214.32
"2013/04/18",99209.94
"2013/04/19",82432.32
"2013/04/22",149136.62
"2013/04/23",109502.84
"2013/04/24",94131.75
"2013/04/25",78504.21
"2013/04/26",88190.59
"2013/04/29",153786.72
"2013/04/30",116249.49
"2013/05/02",138343.49
"2013/05/03",56886.91
"2013/05/06",149366.76
"2013/05/07",75330.98
"2013/05/08",95538.66
"2013/05/09",76286.44
"2013/05/10",54832.81
"2013/05/14",167504.92
"2013/05/15",94980.69
"2013/05/16",94848.77
"2013/05/17",80632.48
"2013/05/20",179140.85
"2013/05/21",99591.05
"2013/05/22",102111.58
"2013/05/23",64468.72
"2013/05/24",52983.09
"2013/05/27",181887.69
"2013/05/28",135960.02
"2013/05/29",115943.76
"2013/05/30",91447.08
"2013/05/31",64924.23
"2013/06/04",176586.69
"2013/06/05",104983.03
"2013/06/06",105035.47
"2013/06/07",91564.91
"2013/06/11",156266.86
"2013/06/12",109264.65
"2013/06/13",111957.01
"2013/06/14",105993.49
"2013/06/17",162108.5
"2013/06/18",124225.01
"2013/06/19",127087.97
"2013/06/20",127722.66
"2013/06/21",87024.63
"2013/06/24",149632.91
"2013/06/25",106376.27
"2013/06/26",202407.76
"2013/06/27",132671.68
"2013/06/28",129226.43
"2013/07/02",169280.57
"2013/07/03",134391.41
"2013/07/04",167332.91
"2013/07/05",93997.62
"2013/07/08",167417.6
"2013/07/09",111926.54
"2013/07/10",184272
"2013/07/11",126012.86
"2013/07/12",91857.46
"2013/07/15",131264.84
"2013/07/16",174064.33
"2013/07/17",127977.99
"2013/07/18",130110.57
"2013/07/19",89076.18
"2013/07/22",183679.5
"2013/07/23",175546.88
"2013/07/24",178308.69
"2013/07/25",205695.34
"2013/07/26",91612.74
"2013/07/29",209862.51
"2013/07/30",118223.02
"2013/07/31",79406.96
"2013/08/01",165751.79
"2013/08/02",75066.91
"2013/08/05",158232.94
"2013/08/06",110411.45
"2013/08/08",210474.82
"2013/08/09",85978.08
"2013/08/12",211414.6
"2013/08/13",114660.85
"2013/08/14",301282.94
"2013/08/15",240453.56
"2013/08/16",90070.79
"2013/08/20",252218.79
"2013/08/21",201672.46
"2013/08/22",170100.02
"2013/08/23",118472.87
"2013/08/26",303893.75
"2013/08/27",328766.25
"2013/08/28",216218.89
