"fecha","mes","pronostico","limite_inferior_95","limite_superior_95"
2026-08-01,"August",5.95246562367731,5.42006316983932,6.4848680775153
2026-09-01,"September",5.84415830617841,4.8763257771399,6.81199083521692
2026-10-01,"October",5.69041876373976,4.30981178131122,7.07102574616829
2026-11-01,"November",5.49979573246231,3.73228187113675,7.26730959378787
2026-12-01,"December",5.28361741094888,3.15745114139881,7.40978368049895
