"fecha","mes","arimax","var"
2026-08-01,"August",6.11273636409823,5.95246562367731
2026-09-01,"September",6.11718597291198,5.84415830617841
2026-10-01,"October",6.00476907875914,5.69041876373976
2026-11-01,"November",6.14351132806152,5.49979573246231
2026-12-01,"December",6.23897046959248,5.28361741094888
